frankfurter,sausage,liver loaf,ham,chicken,beef,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,butter,curd,yogurt,whipped/sour cream,beverages,soft cheese,hard cheese,cream cheese,mayonnaise,domestic eggs,rolls/buns,roll products,flour,pasta,margarine,specialty fat,sugar,soups,skin care,hygiene articles,candles
tropical fruit,pip fruit,whole milk,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pork,whole milk,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,curd,yogurt,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,whole milk,yogurt,pastry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,canned fish,cat food,pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whipped/sour cream,oil,pet care,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,domestic eggs,brown bread,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coffee,detergent,hygiene articles,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,other vegetables,margarine,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,chewing gum,newspapers,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,bottled water,red/blush wine,photo/film,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,pastry,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,frozen fish,rolls/buns,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,whipped/sour cream,pickled vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,citrus fruit,tropical fruit,pip fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,yogurt,soda,popcorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pork,brown bread,potato products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,whole milk,pastry,potato products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,pip fruit,whole milk,potato products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whipped/sour cream,bottled water,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,fruit/vegetable juice,long life bakery product,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,long life bakery product,napkins,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,other vegetables,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,beverages,pastry,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grapes,berries,pet care,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,long life bakery product,photo/film,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard cheese,pastry,popcorn,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,whipped/sour cream,rolls/buns,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,soda,rum,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,sauces,sweet spreads,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,other vegetables,waffles,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,other vegetables,whole milk,potted plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,ham,pip fruit,processed cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,berries,UHT-milk,processed cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,fruit/vegetable juice,bottled beer,prosecco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,bottled beer,white wine,prosecco,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,semi-finished bread,margarine,ready soups,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,frozen fish,brown bread,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spread cheese,brown bread,canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,frozen meals,canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,pastry,canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,bottled beer,liquor,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,bottled beer,liquor,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,bottled beer,liquor,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,bottled beer,liquor,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pastry,bottled beer,liquor,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,bottled beer,liquor,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
processed cheese,bottled beer,liquor,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
organic sausage,other vegetables,liquor (appetizer),red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sliced cheese,frozen meals,margarine,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,whole milk,misc. beverages,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whipped/sour cream,pastry,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,soda,red/blush wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,root vegetables,other vegetables,roll products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,curd,whipped/sour cream,roll products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,beverages,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,other vegetables,butter,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,butter,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,tropical fruit,condensed milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,butter milk,cream cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,butter milk,cream cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter,dessert,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,UHT-milk,domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,whipped/sour cream,domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,yogurt,domestic eggs,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,processed cheese,frozen vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,chicken,ice cream,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,berries,onions,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,beef,other vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,citrus fruit,other vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,onions,other vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,pip fruit,other vegetables,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,cream cheese,spread cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,processed cheese,spread cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,citrus fruit,tropical fruit,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,UHT-milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,yogurt,UHT-milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,butter,whipped/sour cream,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,grapes,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,other vegetables,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,other vegetables,whole milk,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,onions,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,tropical fruit,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,chicken,citrus fruit,root vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,butter,curd,rubbing alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,meat,hamburger meat,rubbing alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,whole milk,curd,rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,pastry,flour,rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,whole milk,beverages,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whipped/sour cream,condensed milk,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,whole milk,rolls/buns,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,citrus fruit,bottled beer,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,soda,bottled beer,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,coffee,bottled water,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tidbits,rolls/buns,coffee,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,beef,flour,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,ham,frozen dessert,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,butter milk,frozen fish,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,butter,frozen vegetables,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,whole milk,margarine,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,yogurt,margarine,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen meals,canned beer,red/blush wine,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,pastry,soda,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,soda,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,yogurt,UHT-milk,salty snack,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,ham,hard cheese,sauces,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,whole milk,pastry,sauces,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,rice,soups,sauces,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweet spreads,coffee,chocolate,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,domestic eggs,mustard,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,pastry,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,frozen meals,soda,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,rolls/buns,soda,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,specialty bar,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,grapes,whole milk,seasonal products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,cake bar,baby cosmetics,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,hamburger meat,beverages,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen chicken,fruit/vegetable juice,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,root vegetables,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,soda,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,vinegar,bottled water,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,rolls/buns,brown bread,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,yogurt,brown bread,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,pet care,cake bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,soda,cake bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,canned beer,candles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,long life bakery product,candy,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cream cheese,rolls/buns,candy,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canned beer,specialty chocolate,candy,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,tropical fruit,candy,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,beverages,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,canned fruit,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,canned fish,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curd,brown bread,canned fruit,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,canned vegetables,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,roll products,cat food,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,fruit/vegetable juice,chewing gum,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,chewing gum,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,rolls/buns,chewing gum,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,coffee,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finished products,frozen meals,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled water,soda,chocolate,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,brown bread,coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sliced cheese,domestic eggs,coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
condensed milk,sugar,coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,whipped/sour cream,coffee,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,curd,cream cheese,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,pork,curd,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,bottled water,dental care,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,curd,dessert,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,white bread,dish cleaner,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,rolls/buns,dishes,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,domestic eggs,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,coffee,female sanitary products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
condensed milk,pastry,female sanitary products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,frozen meals,frozen fish,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,artif. sweetener,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,margarine,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,soda,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,yogurt,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,yogurt,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,soda,liquor (appetizer),shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
turkey,whole milk,liquor (appetizer),shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,coffee,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,pastry,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beverages,rolls/buns,long life bakery product,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,specialty chocolate,male cosmetics,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,white bread,margarine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pet care,bottled water,misc. beverages,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,soda,misc. beverages,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liver loaf,whole milk,mustard,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown bread,fruit/vegetable juice,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,hygiene articles,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty cheese,hygiene articles,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,margarine,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,other vegetables,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,soda,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,UHT-milk,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,newspapers,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,frozen potato products,oil,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,pasta,oil,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,tropical fruit,other vegetables,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,tropical fruit,other vegetables,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finished products,dessert,pastry,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,spread cheese,pastry,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,white bread,pastry,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,white bread,pastry,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,whole milk,pastry,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,tropical fruit,pip fruit,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,potted plants,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,liquor,red/blush wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,other vegetables,red/blush wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,red/blush wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,mayonnaise,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,sliced cheese,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,whipped/sour cream,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cereals,pet care,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown bread,soda,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,brown bread,seasonal products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berries,pastry,seasonal products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
domestic eggs,specialty bar,seasonal products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,frozen meals,semi-finished bread,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,snack products,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,beverages,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,canned fish,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nuts/prunes,canned fish,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,canned vegetables,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,dessert,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter milk,frozen dessert,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
specialty cheese,frozen meals,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,frozen meals,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,other vegetables,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hard cheese,rolls/buns,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ham,rolls/buns,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,whole milk,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,prosecco,specialty bar,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soda,misc. beverages,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,soda,waffles,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,berries,whipped/sour cream,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,yogurt,whipped/sour cream,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cat food,bottled water,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,bottled water,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,root vegetables,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,curd,yogurt,shopping bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,root vegetables,bottled beer,skin care,,,,,,,,,,,,,,,,,,,,,,,,,,,,
other vegetables,rolls/buns,bottled water,skin care,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,rolls/buns,soda,skin care,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bottled beer,brandy,specialty chocolate,skin care,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,hamburger meat,other vegetables,sliced cheese,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,other vegetables,beverages,snack products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,frozen dessert,margarine,snack products,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,bottled water,detergent,soap,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,rolls/buns,white bread,soap,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ice cream,brown bread,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,brown bread,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whipped/sour cream,domestic eggs,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
citrus fruit,domestic eggs,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHT-milk,margarine,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
root vegetables,margarine,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frozen vegetables,pasta,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,root vegetables,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pork,UHT-milk,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tropical fruit,whole milk,bottled water,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spread cheese,rolls/buns,brown bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,whole milk,brown bread,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,whole milk,canned vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,oil,cat food,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,domestic eggs,coffee,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rolls/buns,sugar,coffee,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,whipped/sour cream,cream cheese,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finished products,butter,curd,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onions,whole milk,curd,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,other vegetables,dessert,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,rolls/buns,dog food,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
finished products,pip fruit,frozen potato products,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamburger meat,hard cheese,frozen vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,pork,frozen vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,citrus fruit,hard cheese,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dessert,beverages,ice cream,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pip fruit,yogurt,ice cream,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,hamburger meat,Instant food products,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,rolls/buns,ketchup,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chicken,frozen meals,margarine,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butter,ice cream,margarine,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beef,other vegetables,margarine,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,rolls/buns,margarine,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,rolls/buns,meat spreads,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sausage,rolls/buns,mustard,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankfurter,sausage,packaged fruit/vegetables,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,beverages,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat,butter,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whole milk,processed cheese,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,rolls/buns,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yogurt,rolls/buns,pastry,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,,
